clip_annotation_id	clip_id	user_id	is_low_quality	contains_noise_caused_by_human_activity	contains_unknown_birds	does_not_contain_birds
231	201	user8	False	False	False	False
232	223	user118	True	False	False	False
233	41	user118	True	False	False	False
235	226	user118	False	False	False	False
236	227	user118	True	False	False	False
237	228	user118	True	True	False	False
238	229	user118	True	False	False	False
239	224	user8	False	False	False	False
240	230	user118	True	False	False	False
241	231	user8	False	False	False	False
242	233	user8	False	False	False	False
243	234	user8	False	False	False	False
244	235	user8	False	False	False	False
245	236	user8	False	False	False	False
246	232	user118	False	True	False	False
247	237	user8	False	False	False	False
248	239	user8	False	False	False	False
249	238	user118	True	False	False	False
250	241	user118	False	False	False	False
251	242	user118	True	True	True	False
252	243	user118	True	True	False	False
253	244	user118	True	True	False	False
254	245	user118	False	True	False	False
255	246	user118	False	False	False	False
256	247	user118	False	True	False	False
257	248	user118	False	False	False	False
258	99	user50	False	False	False	False
259	250	user50	False	False	False	False
260	251	user50	True	False	False	False
261	252	user50	True	False	True	False
262	204	user50	False	False	False	False
263	253	user50	False	False	False	False
264	38	user50	False	False	True	False
265	254	user50	False	False	True	False
266	255	user50	True	False	False	False
267	256	user50	False	False	False	False
268	257	user50	False	False	False	False
269	258	user50	False	False	False	False
270	249	user118	False	False	False	False
271	260	user118	False	False	False	False
272	261	user118	False	False	False	False
273	262	user118	False	True	False	False
274	263	user118	False	True	True	False
275	264	user118	False	False	True	False
276	265	user118	False	True	True	False
277	266	user118	False	False	True	False
278	267	user118	False	False	True	False
279	268	user118	False	False	False	False
280	269	user118	False	False	False	False
281	131	user170	False	False	False	False
282	271	user170	False	False	True	False
283	273	user129	False	False	False	False
284	274	user129	False	False	False	False
285	275	user129	False	False	False	False
286	276	user129	False	False	False	False
287	277	user129	False	False	False	False
288	278	user129	False	False	False	False
289	279	user129	False	False	False	False
290	280	user129	False	False	False	False
291	281	user129	False	False	False	False
292	282	user129	False	False	False	False
293	283	user129	False	False	False	False
294	140	user129	False	False	False	False
295	284	user129	False	False	False	False
296	71	user129	False	False	False	False
297	285	user129	False	False	False	False
298	286	user129	False	False	False	False
299	68	user129	False	False	False	False
300	287	user129	False	False	False	False
301	288	user129	False	False	False	False
302	289	user129	False	False	False	False
303	290	user129	False	False	False	False
304	291	user129	False	False	False	False
305	292	user129	False	False	False	False
306	293	user129	False	False	False	False
307	294	user129	False	False	False	False
308	295	user129	False	True	False	False
309	296	user129	False	False	False	False
310	297	user129	False	False	False	False
311	298	user129	False	False	True	False
312	299	user129	False	False	False	False
313	300	user129	False	False	True	False
314	301	user129	False	False	True	False
315	302	user129	False	False	True	False
316	303	user129	False	False	False	False
317	133	user129	False	False	False	False
318	304	user129	False	False	False	False
319	305	user129	True	True	False	False
320	306	user129	False	False	True	False
321	307	user129	False	False	False	False
322	308	user129	False	False	False	False
323	309	user129	False	False	False	False
324	310	user129	False	False	False	False
325	311	user129	False	False	False	False
326	312	user129	False	True	True	False
327	313	user129	False	False	False	False
328	41	user129	False	False	False	False
329	314	user129	False	False	False	False
330	315	user129	False	False	False	False
331	316	user129	False	True	False	False
332	84	user129	False	False	False	False
333	317	user129	False	False	False	False
334	318	user129	False	False	False	False
335	319	user129	True	False	False	False
336	320	user129	False	False	False	False
337	321	user129	False	False	False	False
338	322	user129	False	False	False	False
339	323	user129	False	False	False	False
340	324	user129	False	False	False	False
341	325	user129	False	False	False	False
342	326	user129	False	False	False	False
343	327	user129	False	False	False	False
344	328	user129	False	False	False	False
345	329	user129	False	False	False	False
346	330	user129	False	False	False	False
347	331	user129	False	False	False	False
348	332	user129	False	True	False	False
349	333	user129	False	False	False	False
350	334	user129	False	False	False	False
351	335	user129	False	False	False	False
352	336	user129	False	False	False	False
353	337	user129	False	False	False	False
354	338	user129	False	False	False	False
355	339	user129	False	False	False	False
356	340	user129	False	False	False	False
357	341	user129	False	True	False	False
358	342	user129	False	False	False	False
359	343	user129	False	False	False	False
360	344	user129	False	False	False	False
361	1	user129	False	False	False	False
362	345	user129	False	False	False	False
363	346	user129	False	False	False	False
364	347	user129	False	False	False	False
365	348	user129	False	False	False	False
366	349	user129	False	False	False	False
367	248	user129	False	False	False	False
368	350	user129	False	False	False	False
369	351	user129	False	False	False	False
370	352	user129	False	False	False	False
371	353	user129	False	False	False	False
372	153	user129	False	False	False	False
373	130	user129	False	False	False	False
374	354	user129	False	False	False	False
375	355	user129	False	True	False	False
376	356	user129	False	False	True	False
377	259	user129	False	False	False	False
378	357	user129	False	False	False	False
379	358	user129	False	False	False	False
380	359	user129	False	False	False	False
381	360	user129	False	False	False	False
382	361	user129	False	False	False	False
383	362	user129	False	False	False	False
384	363	user129	False	True	False	False
385	364	user129	False	False	False	False
386	365	user129	False	False	False	False
387	204	user129	False	False	False	False
388	366	user129	False	False	False	False
389	367	user129	False	False	False	False
390	368	user129	False	False	False	False
391	369	user129	False	False	False	False
392	370	user129	False	False	False	False
393	371	user129	False	False	False	False
394	372	user129	False	False	False	False
395	373	user129	False	False	False	False
396	374	user129	False	False	False	False
397	375	user129	False	True	True	False
398	376	user129	False	False	False	False
399	377	user129	False	False	False	False
400	378	user129	False	False	False	False
401	379	user129	False	False	False	False
402	380	user129	False	False	False	False
403	381	user129	False	False	False	False
404	175	user129	False	False	True	False
405	382	user129	False	False	False	False
406	383	user129	False	False	False	False
407	384	user129	False	False	False	False
408	385	user129	False	False	False	False
409	386	user129	False	False	False	False
410	387	user129	False	False	False	False
411	388	user129	False	False	True	False
412	389	user129	False	False	True	False
413	390	user129	False	False	False	False
414	391	user129	False	False	False	False
415	392	user129	False	False	False	False
416	393	user129	False	False	False	False
417	394	user129	False	False	False	False
418	395	user129	False	False	False	False
419	396	user129	False	False	False	False
420	397	user129	False	False	False	False
421	398	user129	False	False	False	False
422	399	user129	False	False	True	False
423	400	user129	False	False	False	False
424	401	user129	False	False	False	False
425	402	user129	False	False	False	False
426	403	user129	False	False	False	False
427	404	user129	False	False	False	False
428	405	user129	False	False	False	False
429	406	user129	False	False	False	False
430	407	user129	False	False	False	False
431	408	user129	False	False	False	False
432	409	user129	False	False	False	False
433	410	user129	False	False	False	False
434	38	user129	False	False	False	False
435	411	user129	False	False	False	False
436	412	user129	False	False	False	False
437	413	user129	False	False	False	False
438	414	user129	False	False	False	False
439	415	user129	True	False	False	False
440	209	user129	False	False	False	False
441	85	user129	False	False	True	False
442	416	user129	False	False	True	False
443	417	user129	False	False	False	False
444	418	user129	False	False	False	False
445	419	user129	False	False	False	False
446	420	user129	False	False	False	False
447	421	user129	False	False	False	False
448	422	user129	False	False	False	False
449	423	user129	False	False	True	False
450	424	user129	False	False	False	False
451	425	user129	False	False	False	False
452	426	user129	False	False	False	False
453	427	user129	False	False	False	False
454	428	user129	False	False	False	False
455	429	user129	False	False	False	False
456	430	user129	False	False	False	False
457	431	user129	False	False	True	False
458	432	user129	False	False	False	False
459	433	user129	False	False	False	False
460	434	user129	False	False	False	False
461	435	user129	True	False	False	False
462	436	user129	False	False	True	False
463	437	user129	False	False	False	False
464	438	user129	False	False	False	False
465	439	user129	False	False	False	False
466	440	user129	False	False	True	False
467	441	user129	False	False	False	False
468	442	user129	False	False	False	False
469	443	user129	False	False	False	False
470	444	user129	True	True	False	False
471	255	user129	False	False	False	False
472	445	user129	False	False	False	False
473	446	user129	False	False	False	False
474	447	user129	False	False	True	False
475	448	user129	False	False	False	False
476	449	user129	False	False	False	False
477	450	user129	False	False	False	False
478	451	user129	False	False	False	False
479	452	user129	False	False	False	False
482	454	user129	False	False	False	False
483	455	user129	False	False	False	False
484	456	user129	False	False	False	False
485	457	user129	False	False	False	False
486	458	user129	False	False	True	False
487	459	user129	False	False	True	False
488	460	user129	False	False	False	False
489	461	user129	False	False	False	False
490	462	user129	False	False	False	False
491	463	user129	False	False	False	False
492	464	user129	False	False	False	False
493	465	user129	False	False	False	False
494	466	user129	False	False	False	False
495	467	user129	False	False	False	False
496	468	user129	False	False	True	False
497	469	user129	False	False	True	False
498	470	user129	False	False	False	False
499	55	user129	False	True	False	False
500	471	user129	False	False	True	False
501	257	user129	False	False	False	False
502	472	user129	False	False	False	False
503	473	user129	False	False	False	False
504	474	user129	False	False	True	False
505	475	user129	False	False	True	False
506	476	user129	False	False	False	False
507	477	user129	False	False	False	False
508	478	user129	False	True	False	False
509	479	user129	False	False	False	False
510	480	user129	False	False	True	False
511	201	user129	False	True	False	False
512	481	user129	False	False	False	False
513	482	user129	False	False	False	False
514	483	user129	False	False	False	False
515	484	user129	False	False	False	False
516	485	user129	False	False	False	False
517	486	user129	False	False	True	False
519	488	user129	False	False	False	False
520	489	user129	False	True	True	False
521	490	user129	False	True	False	False
522	491	user129	False	False	False	False
523	492	user129	False	False	False	False
524	493	user129	False	True	False	False
525	494	user129	True	False	False	False
526	495	user129	False	True	False	False
527	496	user129	True	False	False	False
528	497	user129	False	False	False	False
529	498	user129	False	False	False	False
530	499	user129	False	False	True	False
531	500	user129	False	False	False	False
532	501	user129	False	False	False	False
533	502	user129	False	False	False	False
534	503	user129	False	False	False	False
535	504	user129	False	False	False	False
536	505	user129	False	False	True	False
537	506	user129	False	False	True	False
538	507	user129	False	False	False	False
539	508	user129	False	False	True	False
540	509	user129	False	False	False	False
541	510	user129	False	True	False	False
542	32	user129	False	False	False	False
543	240	user8	False	False	False	False
544	512	user8	False	False	False	False
545	55	user8	False	False	False	False
546	513	user8	False	False	False	False
547	514	user8	True	False	False	False
548	515	user8	False	False	False	False
549	516	user8	False	False	False	False
550	517	user8	False	False	False	False
551	518	user8	False	False	False	False
552	50	user8	False	False	False	False
553	519	user8	False	False	False	False
554	520	user8	False	False	False	False
555	521	user8	False	True	False	False
556	522	user8	False	False	False	False
557	523	user8	False	False	False	False
558	524	user8	False	False	False	False
559	525	user8	False	False	False	False
560	526	user8	False	True	False	False
561	527	user8	False	False	True	False
562	320	user8	False	True	False	False
563	528	user8	True	False	False	False
564	529	user160	True	False	False	False
565	531	user154	False	False	True	False
566	532	user154	False	False	False	False
567	533	user154	False	False	False	False
568	534	user154	False	False	False	False
569	535	user154	False	False	False	False
570	536	user154	False	False	False	False
571	537	user154	True	False	True	False
572	538	user154	False	False	True	False
573	539	user154	False	False	False	False
574	272	user170	False	False	False	False
575	540	user154	False	False	False	False
576	541	user170	False	False	False	False
577	175	user154	False	False	False	False
578	542	user170	False	False	False	False
579	544	user170	False	False	False	False
580	543	user154	False	False	True	False
581	545	user170	False	False	False	False
582	15	user154	False	False	True	False
583	546	user170	False	False	True	False
584	1	user154	False	False	False	False
585	547	user170	False	False	False	False
586	181	user170	False	False	False	False
587	548	user154	False	False	True	False
588	549	user170	False	True	False	False
589	550	user154	False	False	False	False
590	377	user154	False	False	False	False
591	551	user170	False	False	True	False
592	553	user170	True	False	True	False
593	552	user154	False	False	False	False
594	554	user170	False	False	False	False
595	555	user154	False	False	False	False
596	544	user154	False	False	True	False
597	556	user170	False	False	False	False
598	263	user170	False	False	True	False
599	558	user170	False	False	False	False
600	559	user170	False	False	False	False
601	560	user170	False	False	False	False
602	561	user170	False	False	False	False
603	562	user170	False	True	False	False
604	530	user160	False	False	True	False
605	563	user170	False	False	False	False
606	565	user170	False	False	True	False
607	564	user160	False	False	False	False
608	566	user170	False	False	False	False
609	156	user170	True	False	False	False
610	567	user160	True	False	True	False
611	568	user170	False	False	False	False
612	569	user160	True	True	False	False
613	570	user170	False	False	False	False
614	571	user160	True	False	True	False
615	572	user170	False	False	False	False
616	574	user170	False	False	False	False
617	573	user160	False	False	False	False
618	575	user160	False	False	False	False
619	576	user160	False	False	False	False
620	577	user160	True	False	False	False
621	578	user160	False	False	False	False
622	13	user160	False	False	False	False
623	579	user160	True	True	True	False
624	580	user160	False	False	False	False
625	581	user160	True	False	False	False
626	582	user160	False	False	False	False
627	583	user160	False	False	True	False
628	153	user160	False	False	False	False
629	584	user160	False	False	False	False
630	585	user160	False	False	False	False
631	586	user160	True	False	False	False
632	587	user160	False	False	False	False
633	588	user160	False	True	False	False
634	511	user129	False	False	False	False
635	590	user129	False	False	False	False
636	591	user129	False	False	False	False
637	592	user129	False	False	False	False
638	593	user129	True	False	False	False
639	13	user129	False	False	False	False
640	143	user129	False	False	False	False
641	594	user129	False	False	True	False
642	595	user129	False	False	False	False
643	596	user129	False	False	False	False
644	597	user129	False	False	False	False
645	598	user129	False	False	False	False
646	599	user129	False	False	False	False
647	600	user129	False	False	False	False
648	601	user129	False	False	False	False
649	589	user160	False	False	False	False
650	603	user160	False	False	False	False
651	604	user160	True	False	False	False
652	605	user160	True	False	True	False
653	606	user160	True	True	False	False
654	449	user160	False	False	False	False
655	433	user160	True	False	False	False
656	300	user160	False	False	True	False
657	607	user160	False	True	False	False
658	608	user160	False	False	False	False
659	609	user160	False	False	False	False
660	387	user160	False	False	False	False
661	610	user160	False	False	False	False
662	611	user160	True	False	False	False
663	612	user160	False	False	False	False
664	465	user160	False	True	False	False
665	41	user160	False	False	True	False
666	613	user160	True	False	False	False
667	1	user160	False	False	False	False
668	614	user160	False	False	False	False
669	615	user160	False	True	False	False
670	616	user160	False	False	False	False
671	617	user160	False	False	False	False
672	24	user160	False	False	False	False
673	618	user160	True	False	True	False
674	619	user160	False	True	False	False
675	620	user160	False	False	False	False
676	621	user160	False	False	True	False
677	34	user160	False	False	False	False
678	622	user160	False	False	False	False
679	623	user160	False	False	False	False
680	624	user160	True	True	False	False
681	625	user160	False	False	False	False
682	445	user160	False	False	True	False
683	626	user160	False	False	False	False
684	565	user160	True	False	True	False
685	270	user118	False	True	False	False
686	324	user118	True	False	False	False
687	375	user118	False	True	True	False
688	602	user118	False	False	False	False
689	627	user118	False	False	False	False
690	60	user118	False	False	False	False
691	628	user118	False	False	False	False
692	38	user118	False	False	False	False
693	629	user118	True	False	False	False
694	630	user118	False	True	True	False
695	631	user118	False	False	False	False
696	632	user118	False	False	False	False
697	633	user118	False	True	False	False
698	634	user118	True	True	False	False
699	80	user106	False	False	True	False
700	636	user106	False	False	False	False
701	637	user106	False	False	True	False
702	638	user106	False	False	True	False
703	639	user106	False	False	True	False
704	13	user106	False	False	True	False
705	640	user106	False	False	False	False
706	557	user154	False	False	True	False
707	642	user154	False	False	False	False
708	484	user154	False	False	False	False
709	643	user154	False	False	True	False
710	644	user154	False	False	False	False
711	645	user154	False	False	True	False
712	130	user154	False	False	False	False
713	646	user154	False	False	False	False
714	647	user154	False	False	False	False
715	209	user160	False	True	False	False
716	648	user160	True	False	True	False
717	649	user160	False	False	True	False
718	650	user160	False	False	False	False
719	651	user160	True	False	False	False
720	652	user160	True	True	False	False
721	653	user160	False	False	False	False
722	654	user165	False	False	False	False
723	655	user165	True	False	False	False
724	656	user165	True	False	False	False
725	657	user165	True	False	False	False
726	658	user165	False	False	False	False
727	659	user165	True	False	False	False
728	82	user165	False	True	False	False
729	156	user165	True	False	False	False
730	660	user165	True	True	True	False
731	661	user165	False	False	False	False
732	662	user165	False	False	False	False
733	663	user165	True	False	True	False
734	664	user165	False	False	False	False
735	665	user165	False	False	False	False
736	130	user165	False	False	False	False
737	666	user165	True	False	False	False
738	634	user165	True	False	False	False
739	667	user165	True	False	False	False
740	668	user165	True	False	False	False
741	167	user165	True	False	False	False
742	669	user165	False	False	False	False
743	202	user160	False	False	True	False
744	671	user160	False	True	False	False
745	570	user160	False	False	False	False
746	672	user160	False	False	False	False
747	635	user118	False	True	False	False
748	674	user118	False	False	False	False
749	675	user118	True	False	False	False
750	676	user118	False	False	False	False
751	677	user118	True	False	False	False
752	678	user118	True	False	False	False
753	679	user118	False	False	False	False
754	680	user118	True	False	False	False
755	681	user118	False	False	False	False
756	682	user118	True	True	True	False
757	683	user118	False	False	False	False
758	684	user118	False	True	False	False
759	685	user118	False	False	False	False
760	686	user118	False	True	False	False
761	293	user118	False	True	False	False
762	37	user118	False	False	False	False
763	687	user118	True	False	False	False
764	688	user118	False	True	False	False
765	689	user118	False	True	True	False
766	690	user118	True	False	False	False
767	673	user160	False	True	False	False
768	692	user160	False	False	False	False
769	693	user160	False	False	False	False
770	694	user160	False	False	False	False
771	695	user160	False	False	False	False
772	696	user160	False	True	False	False
773	670	user165	False	False	False	False
774	697	user165	True	False	False	False
775	698	user165	False	False	False	False
776	241	user165	False	False	False	False
777	699	user165	True	False	False	False
778	571	user165	False	False	False	False
779	700	user165	True	False	False	False
780	278	user165	False	False	False	False
781	691	user118	True	False	False	False
782	118	user118	True	False	False	False
783	653	user118	True	False	False	False
784	702	user118	False	True	False	False
785	703	user118	True	False	False	False
786	704	user118	True	True	False	False
787	705	user118	False	False	False	False
788	114	user118	True	False	False	False
789	35	user118	True	True	False	False
790	706	user118	True	False	False	False
791	707	user118	True	False	False	False
792	708	user118	True	False	False	False
793	709	user118	False	False	False	False
794	710	user118	True	False	False	False
795	711	user118	False	False	False	False
796	712	user118	True	True	False	False
797	106	user118	True	False	True	False
798	713	user118	True	False	False	False
799	714	user118	False	False	False	False
800	715	user118	False	True	False	False
801	716	user118	True	False	False	False
802	312	user160	False	False	False	False
803	116	user160	False	False	True	False
804	717	user160	False	False	True	False
805	718	user160	False	False	False	False
806	719	user160	False	False	False	False
807	436	user118	True	False	False	False
808	721	user118	False	False	True	False
809	722	user118	False	False	False	False
810	723	user118	True	False	False	False
811	724	user118	True	False	False	False
812	725	user118	False	False	False	False
813	67	user118	False	True	False	False
814	726	user118	True	False	False	False
815	512	user118	False	False	False	False
816	727	user118	True	False	False	False
817	728	user118	True	False	False	False
818	729	user118	False	False	False	False
819	730	user118	False	False	False	False
820	731	user118	False	False	False	False
821	732	user118	False	False	False	False
822	733	user118	False	False	False	False
823	734	user118	False	False	True	False
824	735	user118	True	False	False	False
825	736	user118	True	True	False	False
826	737	user118	True	False	False	False
827	88	user118	False	False	False	False
828	738	user118	False	False	False	False
829	739	user118	True	False	True	False
830	394	user118	False	False	False	False
831	740	user118	True	False	False	False
832	741	user118	False	True	False	False
833	742	user118	False	True	False	False
834	442	user154	False	False	True	False
835	743	user154	False	False	True	False
836	744	user154	False	False	False	False
837	745	user154	False	False	True	False
838	156	user154	False	False	True	False
839	55	user154	True	True	False	False
840	746	user154	False	False	True	False
841	747	user154	False	False	False	False
842	748	user154	False	False	False	False
843	678	user154	False	False	True	False
844	749	user154	False	True	False	False
845	433	user154	False	False	False	False
846	750	user154	False	False	False	False
847	751	user154	False	False	False	False
848	752	user154	False	False	False	False
849	172	user154	False	False	False	False
850	753	user154	False	False	False	False
851	754	user154	False	False	True	False
852	755	user154	False	False	False	False
853	86	user118	False	True	False	False
854	701	user165	False	False	False	False
855	392	user165	False	False	False	False
856	757	user118	True	False	True	False
857	759	user118	False	False	False	False
858	758	user165	False	False	False	False
859	398	user165	False	False	False	False
860	760	user118	False	False	False	False
861	622	user165	False	False	False	False
862	761	user118	True	False	False	False
863	762	user165	False	False	False	False
864	763	user118	True	False	True	False
865	764	user118	True	False	False	False
866	298	user165	False	False	False	False
867	765	user118	True	False	False	False
868	766	user165	False	False	False	False
869	705	user165	False	False	False	False
870	80	user118	True	False	False	False
871	768	user118	False	False	False	False
872	7	user118	False	False	False	False
873	769	user118	True	False	False	False
874	209	user118	True	True	False	False
875	770	user118	True	True	False	False
876	771	user118	True	False	False	False
877	772	user118	False	False	False	False
878	773	user118	False	False	False	False
879	774	user118	True	False	False	False
880	775	user118	False	False	False	False
881	776	user118	False	False	True	False
882	777	user118	True	False	False	False
883	778	user118	False	True	True	False
884	779	user118	False	True	False	False
885	780	user118	True	True	False	False
886	781	user118	False	False	False	False
887	782	user118	False	True	True	False
888	720	user160	True	False	False	False
889	784	user160	False	False	False	False
890	785	user160	True	False	False	False
891	55	user160	False	True	False	False
892	786	user160	True	False	True	False
893	787	user160	False	False	False	False
894	432	user160	False	False	False	False
895	783	user118	False	False	False	False
896	788	user118	False	False	False	False
897	789	user118	True	False	False	False
898	790	user118	True	False	True	False
899	767	user165	False	True	False	False
900	325	user118	False	True	False	False
901	792	user118	False	True	False	False
902	793	user118	True	False	False	False
903	794	user118	False	True	False	False
904	795	user118	True	False	False	False
905	796	user118	False	False	False	False
906	791	user165	True	False	False	False
907	798	user165	False	False	False	False
908	799	user165	False	False	False	False
909	800	user165	False	False	False	False
910	1	user165	False	False	False	False
911	801	user165	False	False	False	False
912	13	user165	False	False	False	False
913	802	user165	False	False	True	False
914	803	user165	False	False	False	False
915	797	user118	True	False	False	False
916	116	user118	True	True	True	False
917	804	user118	False	False	False	False
918	805	user118	True	False	False	False
919	806	user118	False	False	False	False
920	807	user118	False	True	False	False
921	808	user118	False	False	False	False
922	809	user118	False	True	False	False
923	810	user118	False	True	False	False
924	811	user118	False	False	False	False
925	812	user118	True	False	False	False
926	813	user118	False	False	True	False
927	814	user118	True	False	False	False
928	815	user118	True	True	False	False
929	816	user118	True	False	False	False
930	817	user118	True	True	False	False
931	818	user118	True	False	False	False
